id,creditability,account_balance,duration_of_credit_month,payment_status_of_previous_credit,purpose,credit_amount,value_savings_stocks,length_of_current_employment,instalment_per_cent,sex_marital_status,guarantors,duration_in_current_address,most_valuable_available_asset,age_years,concurrent_credits,type_of_apartment,no_of_credits_at_this_bank,occupation,no_of_dependents,telephone,foreign_worker,new_column,model_version
2766,0,4,18,2,0,6761,5,3,2,3,1,4,3,68,2,1,2,3,0,1,0,True,28
2085,0,2,12,0,2,2969,1,2,4,2,1,3,2,25,3,1,2,3,0,1,0,True,28
1769,1,4,60,2,0,10366,1,5,2,3,1,4,2,42,3,2,1,4,0,1,0,True,28
2888,0,2,6,1,0,931,2,2,1,2,1,1,2,32,2,2,1,2,0,1,0,True,28
6602,0,2,36,0,3,3804,1,3,4,2,1,1,3,42,3,2,1,3,0,1,0,True,28
677,1,3,36,2,3,4473,1,5,4,3,1,2,3,31,3,2,1,3,0,1,0,True,28
2933,0,2,48,2,2,9960,1,2,1,2,1,2,3,26,1,2,1,3,0,1,0,True,28
3741,1,4,24,2,0,1525,4,4,4,2,1,3,3,34,3,2,1,3,1,1,0,True,28
3576,1,4,36,2,1,8133,1,3,1,2,1,2,2,30,1,2,1,3,0,1,0,True,28
2509,1,4,24,2,0,1393,1,3,2,3,3,2,1,31,3,2,1,3,0,1,0,True,28
7547,1,4,6,2,6,1538,1,2,1,2,1,2,4,56,3,2,1,3,0,1,0,True,28
2603,1,1,15,2,0,2511,1,1,1,2,1,4,3,23,3,1,1,3,0,1,0,True,28
5379,0,4,21,3,9,2580,3,2,4,3,1,2,1,41,1,2,1,2,1,1,0,True,28
3613,1,4,36,4,3,3342,5,5,4,3,1,2,3,51,3,2,1,3,0,1,0,True,28
2697,1,1,6,2,2,1374,1,3,1,3,1,2,1,36,1,2,1,2,0,1,0,True,28
6988,0,2,9,1,1,5129,1,5,2,2,1,4,4,74,1,3,1,4,1,1,0,True,28
9378,1,4,24,4,2,5150,1,5,4,3,1,4,3,33,3,2,1,3,0,1,0,True,28
8544,1,3,6,4,6,1047,1,3,2,2,1,4,2,50,3,2,1,2,0,1,0,True,28
7476,1,4,60,3,3,15653,1,4,2,3,1,4,3,21,3,2,2,3,0,1,0,True,28
9913,1,2,48,1,0,12169,5,1,4,3,2,4,4,36,3,3,1,4,0,1,0,True,28
8896,1,4,21,4,1,3275,1,5,1,3,1,4,3,36,3,2,1,4,0,1,0,True,28
9874,1,1,11,4,0,3939,1,3,1,3,1,2,1,40,3,2,2,2,1,1,0,True,28
9805,0,4,36,2,6,1819,1,3,4,3,1,4,4,37,2,3,1,3,0,1,0,True,28
7875,1,4,6,2,6,1538,1,2,1,2,1,2,4,56,3,2,1,3,0,1,0,True,28
1834,1,3,24,4,3,3148,5,3,3,3,1,2,3,31,3,2,2,3,0,1,0,True,28
5117,1,1,42,4,5,3394,1,1,4,3,2,4,3,65,3,2,2,1,0,1,0,True,28
868,1,1,36,2,2,3620,1,3,1,3,3,2,2,37,3,2,1,3,1,1,0,True,28
9963,1,4,11,4,0,7228,1,3,1,3,1,4,2,39,3,2,2,2,0,1,0,True,28
9459,1,4,24,2,3,1552,1,4,3,3,1,1,3,32,1,2,1,3,1,1,0,True,28
3369,0,2,39,4,3,4933,1,4,2,3,3,2,1,25,3,2,2,3,0,1,0,True,28
3622,0,1,36,4,1,9629,1,4,4,3,1,4,3,24,3,2,2,3,0,1,0,True,28
1906,1,4,12,2,1,1413,4,4,3,3,1,2,2,55,3,2,1,3,0,1,1,True,28
9965,0,4,21,3,9,2580,3,2,4,3,1,2,1,41,1,2,1,2,1,1,0,True,28
9528,1,4,24,2,3,1552,1,4,3,3,1,1,3,32,1,2,1,3,1,1,0,True,28
2804,1,2,12,4,0,1995,2,2,4,3,1,1,3,27,3,2,1,3,0,1,0,True,28
1283,0,1,18,1,0,1442,1,4,4,3,1,4,4,32,1,3,2,2,1,1,0,True,28
7573,1,2,21,4,9,3652,1,4,2,3,1,3,2,27,3,2,2,3,0,1,0,True,28
3666,0,1,18,4,0,3966,1,5,1,2,1,4,1,33,1,1,3,3,0,1,0,True,28
9585,0,1,18,1,2,1553,1,3,4,3,1,3,3,44,1,2,1,3,0,1,0,True,28
5484,1,4,15,2,3,1213,3,5,4,3,1,3,2,47,2,2,1,3,0,1,0,True,28
3555,0,2,6,1,0,931,2,2,1,2,1,1,2,32,2,2,1,2,0,1,0,True,28
5408,1,4,18,2,2,1984,1,3,4,3,1,4,4,47,1,3,2,3,0,1,0,True,28
1774,1,2,18,2,9,1941,4,3,4,3,1,2,2,35,3,2,1,2,0,1,0,True,28
6861,1,4,24,4,6,1927,5,3,3,2,1,2,3,33,3,2,2,3,0,1,0,True,28
613,1,4,15,2,1,1300,5,5,4,3,1,4,4,45,1,3,1,3,1,1,0,True,28
4664,1,4,24,3,0,2032,1,5,4,3,1,4,4,60,3,3,2,3,0,1,0,True,28
6235,1,4,24,4,1,5804,4,3,4,3,1,2,1,27,3,2,2,3,0,1,0,True,28
4427,1,4,4,4,0,3380,1,4,1,2,1,1,1,37,3,2,1,3,1,1,0,True,28
185,1,4,24,2,3,1901,2,3,4,3,1,4,3,29,3,1,1,4,0,1,0,True,28
7310,1,4,12,4,3,2331,5,5,1,3,2,4,1,49,3,2,1,3,0,1,0,True,28
8287,1,1,6,2,4,343,1,2,4,2,1,1,1,27,3,2,1,3,0,1,0,True,28
5061,1,4,6,4,0,2080,3,3,1,4,1,2,3,24,3,2,1,3,0,1,0,True,28
7224,1,4,24,3,9,3863,1,3,1,3,1,2,4,32,3,3,1,3,0,1,0,True,28
2457,1,4,4,2,2,601,1,2,1,2,1,3,1,23,3,1,1,2,1,1,0,True,28
5441,1,2,15,4,9,2326,3,3,2,3,1,4,3,27,1,2,1,3,0,1,0,True,28
9340,0,2,48,0,9,14421,1,3,2,3,1,2,3,25,2,2,1,3,0,1,0,True,28
167,1,2,15,2,5,2631,2,3,3,2,1,2,1,25,3,2,1,2,0,1,0,True,28
1186,0,1,24,1,3,1546,1,4,4,3,3,4,3,24,1,1,1,2,0,1,0,True,28
3888,0,4,6,2,2,4611,1,2,1,2,1,4,2,32,3,2,1,3,0,1,0,True,28
5318,1,4,36,3,3,4454,1,3,4,2,1,4,1,34,3,2,2,3,0,1,0,True,28
4831,1,4,15,2,1,3029,1,4,2,3,1,2,3,33,3,2,1,3,0,1,0,True,28
6777,1,4,12,2,0,2390,5,5,4,3,1,3,3,50,3,2,1,3,0,1,0,True,28
4549,1,3,12,2,2,2251,1,3,1,2,1,2,3,46,3,2,1,2,0,1,0,True,28
2609,1,4,12,2,9,1076,1,3,2,4,1,2,1,26,3,2,1,3,0,1,0,True,28
9784,0,1,24,2,0,1207,1,2,4,2,1,4,2,24,3,1,1,3,0,1,0,True,28
5022,1,4,12,4,3,717,1,5,4,3,1,4,1,52,3,2,3,3,0,1,0,True,28
6905,1,2,18,3,9,2427,5,5,4,3,1,2,2,42,3,2,2,3,0,1,0,True,28
4192,1,4,12,2,3,1262,1,3,3,3,1,2,3,25,3,2,1,3,0,1,0,True,28
7523,0,1,24,2,3,2439,1,2,4,2,1,4,1,35,3,2,1,3,0,1,0,True,28
9543,1,3,18,1,3,1445,5,4,4,3,1,4,3,49,1,2,1,2,0,1,0,True,28
7877,1,2,12,4,3,3573,1,3,1,2,1,1,1,23,3,2,1,2,0,1,0,True,28
7634,0,1,18,2,2,2462,1,3,2,3,1,2,3,22,3,2,1,3,0,1,0,True,28
758,0,2,30,3,3,1919,2,2,4,3,1,3,4,30,2,2,2,4,0,1,0,True,28
9166,0,1,24,2,0,4817,1,4,2,3,2,3,2,31,3,2,1,3,0,1,0,True,28
3637,1,4,24,4,3,1851,1,4,4,4,3,2,3,33,3,2,2,3,0,1,0,True,28
5784,1,4,12,4,0,926,1,1,1,2,1,2,2,38,3,2,1,1,0,1,0,True,28
8474,1,4,12,4,3,522,3,5,4,3,1,4,2,42,3,2,2,3,1,1,0,True,28
5283,1,4,18,2,3,1126,5,2,4,2,1,2,1,21,3,1,1,3,0,1,0,True,28
8826,1,4,12,4,0,1255,1,5,4,3,1,4,1,61,3,2,2,2,0,1,0,True,28
4715,1,4,24,2,3,1533,1,2,4,2,1,3,3,38,2,2,1,3,0,1,0,True,28
5973,1,3,10,2,4,1225,1,3,2,3,1,2,3,37,3,2,1,3,0,1,0,True,28
3286,1,4,24,4,1,2197,5,4,4,3,1,4,3,43,3,2,2,3,1,1,0,True,28
1337,1,1,15,2,2,1845,1,2,4,2,3,1,2,46,3,1,1,3,0,1,0,True,28
8690,0,2,36,2,0,12389,5,3,1,3,1,4,4,37,1,3,1,3,0,1,0,True,28
9172,1,4,18,2,9,1950,1,4,4,3,1,1,3,34,2,2,2,3,0,1,0,True,28
9261,1,2,15,2,3,1444,5,2,4,3,1,1,2,23,3,2,1,3,0,1,0,True,28
9987,1,1,12,1,8,339,1,5,4,4,1,1,3,45,1,2,1,2,0,1,0,True,28
3778,1,4,18,2,2,2515,1,3,3,3,1,4,1,43,3,2,1,3,0,1,0,True,28
2442,0,4,24,3,9,8648,1,2,2,3,1,2,3,27,1,2,2,3,0,1,0,True,28
1563,0,2,12,2,0,888,1,5,4,3,1,4,3,41,1,2,1,2,1,1,0,True,28
2582,1,1,6,2,2,428,1,5,2,2,1,1,2,49,1,2,1,3,0,1,0,True,28
1297,1,4,12,2,3,3059,4,4,2,1,1,4,1,61,3,2,1,2,0,1,0,True,28
2173,0,4,36,3,9,7980,5,2,4,3,1,4,3,27,3,1,2,3,0,1,0,True,28
6773,1,1,9,2,2,2136,1,3,3,3,1,2,1,25,3,2,1,3,0,1,0,True,28
3304,1,4,24,4,9,4139,2,3,3,3,1,3,2,27,3,2,2,2,0,1,0,True,28
7773,0,4,48,2,9,3914,5,3,4,1,1,2,1,38,1,2,1,3,0,1,0,True,28
9627,1,4,12,0,2,2759,1,5,2,3,1,4,2,34,3,2,2,3,0,1,0,True,28
8112,1,4,30,4,3,5771,1,4,4,2,1,2,3,25,3,2,2,3,0,1,0,True,28
269,1,2,12,2,8,754,5,5,4,3,1,4,2,38,3,2,2,3,0,1,0,True,28
2277,1,4,30,2,3,2333,3,5,4,3,1,2,3,30,1,2,1,4,0,1,0,True,28
3545,1,2,36,4,1,5800,1,3,3,3,1,4,3,34,3,2,2,3,0,1,0,True,28
8658,0,2,30,0,9,4280,2,3,4,2,1,4,3,26,3,1,2,2,0,1,0,True,28
3469,1,1,24,2,1,2964,5,5,4,3,1,4,4,49,1,3,1,3,1,1,0,True,28
7521,0,2,30,2,0,2150,1,3,4,2,3,2,4,24,1,2,1,3,0,1,0,True,28
6359,1,4,10,2,0,1364,1,3,2,2,1,4,3,64,3,2,1,3,0,1,0,True,28
1464,1,4,27,3,9,5117,1,4,3,3,1,4,3,26,3,2,2,3,0,1,0,True,28
3916,1,1,6,4,3,1169,5,5,4,3,1,4,1,67,3,2,2,3,0,1,0,True,28
2005,1,2,30,2,3,2991,5,5,2,2,1,4,3,25,3,2,1,3,0,1,0,True,28
5933,1,2,18,2,3,1301,1,5,4,4,3,2,1,32,3,2,1,2,0,1,0,True,28
735,0,4,36,4,2,7127,1,2,2,2,1,4,2,23,3,1,2,3,0,1,0,True,28
7366,1,3,12,2,3,1297,1,3,3,4,1,4,1,23,3,1,1,3,0,1,0,True,28
8023,0,1,12,2,2,1282,1,3,2,2,1,4,3,20,3,1,1,3,0,1,0,True,28
9778,1,1,21,2,2,3599,1,4,1,2,1,4,3,26,3,1,1,2,0,1,0,True,28
6734,0,4,18,1,0,6458,1,5,2,3,1,4,4,39,1,2,2,4,1,1,0,True,28
5651,1,1,18,2,0,2249,2,4,4,3,1,3,3,30,3,2,1,4,1,1,0,True,28
5034,1,4,48,4,3,3578,5,5,4,3,1,1,1,47,3,2,1,3,0,1,0,True,28
1237,0,1,24,2,0,3123,1,2,4,2,1,1,2,27,3,2,1,3,0,1,0,True,28
9839,1,1,42,4,5,3394,1,1,4,3,2,4,3,65,3,2,2,1,0,1,0,True,28
6041,1,1,21,2,3,2606,1,2,4,2,1,4,2,28,3,1,1,4,0,1,0,True,28
3869,0,2,48,0,9,3844,2,4,4,3,1,4,4,34,3,3,1,2,1,1,0,True,28
9788,1,3,12,2,3,1297,1,3,3,4,1,4,1,23,3,1,1,3,0,1,0,True,28
5959,1,2,7,2,3,2415,1,3,3,3,3,2,1,34,3,2,1,3,0,1,0,True,28
8945,1,2,18,2,3,1113,1,3,4,2,3,4,1,26,3,2,1,2,1,1,0,True,28
339,1,4,15,2,3,1979,5,5,4,3,1,2,3,35,3,2,1,3,0,1,0,True,28
5041,1,4,24,2,1,2670,1,5,4,3,1,4,3,35,3,2,1,4,0,1,0,True,28
8242,1,1,12,3,0,1344,1,3,4,3,1,2,1,43,3,2,2,2,1,1,0,True,28
8484,0,1,21,1,0,1647,5,3,4,3,1,2,2,40,1,2,2,2,1,1,0,True,28
1772,0,4,18,2,0,6761,5,3,2,3,1,4,3,68,2,1,2,3,0,1,0,True,28
6755,0,1,24,2,3,1987,1,3,2,3,1,4,1,21,3,1,1,2,1,1,0,True,28
1047,1,4,24,4,6,1597,1,5,4,3,1,4,4,54,3,3,2,3,1,1,0,True,28
3489,1,4,18,4,3,1098,1,1,4,2,1,4,3,65,3,2,2,1,0,1,0,True,28
8568,1,4,24,4,0,1287,4,5,4,2,1,4,1,37,3,2,2,3,0,1,0,True,28
6544,0,4,18,2,3,433,1,1,3,2,2,4,1,22,3,1,1,3,0,1,0,True,28
6403,1,1,12,2,3,2214,1,3,4,3,1,3,2,24,3,2,1,2,0,1,0,True,28
2049,1,1,6,4,0,3676,1,3,1,3,1,3,1,37,3,1,3,3,1,1,0,True,28
657,1,2,12,4,1,1804,2,2,3,3,1,4,2,44,3,2,1,3,0,1,0,True,28
6237,0,1,30,2,2,3108,1,2,2,1,1,4,2,31,3,2,1,2,0,1,0,True,28
6116,1,4,12,2,1,4675,5,2,1,2,1,4,3,20,3,1,1,3,0,1,0,True,28
5072,1,4,18,2,1,3378,5,3,2,3,1,1,2,31,3,2,1,3,0,1,0,True,28
5222,0,1,30,2,2,3108,1,2,2,1,1,4,2,31,3,2,1,2,0,1,0,True,28
2796,1,4,12,4,3,522,3,5,4,3,1,4,2,42,3,2,2,3,1,1,0,True,28
3366,0,1,12,2,6,795,1,2,4,2,1,4,2,53,3,2,1,3,0,1,0,True,28
1826,1,2,36,1,4,3990,5,2,3,2,1,2,4,29,1,2,1,1,0,1,0,True,28
3294,1,4,22,2,3,2675,3,5,3,3,1,4,3,40,3,2,1,3,0,1,0,True,28
3676,0,2,18,2,2,1924,5,2,4,2,1,3,1,27,3,1,1,3,0,1,0,True,28
2469,1,1,6,2,0,1374,5,1,4,2,1,3,2,75,3,2,1,4,0,1,0,True,28
5912,1,1,30,0,9,8072,5,2,2,3,1,3,3,25,1,2,3,3,0,1,0,True,28
7914,1,2,30,2,3,1715,5,3,4,2,1,1,3,26,3,2,1,3,0,1,0,True,28
4919,0,4,48,2,9,4844,1,1,3,3,1,2,3,33,3,1,1,4,0,1,0,True,28
7157,1,4,9,4,0,1224,1,3,3,3,1,1,1,30,3,2,2,3,0,1,0,True,28
1733,1,4,18,4,3,629,3,5,4,3,1,3,2,32,1,2,2,4,0,1,0,True,28
4552,1,4,12,4,3,1240,5,5,4,2,1,2,1,38,3,2,2,3,0,1,0,True,28
4819,1,4,21,4,1,3275,1,5,1,3,1,4,3,36,3,2,1,4,0,1,0,True,28
6954,0,2,48,0,9,14421,1,3,2,3,1,2,3,25,2,2,1,3,0,1,0,True,28
7675,1,1,24,2,1,2812,5,5,2,2,1,4,1,26,3,1,1,3,0,1,0,True,28
3718,1,1,24,1,2,2828,3,3,4,3,1,4,1,22,2,2,1,3,0,1,0,True,28
1269,0,1,42,2,3,3965,1,2,4,3,1,3,3,34,3,2,1,3,0,1,0,True,28
2877,1,4,10,2,0,1597,3,3,3,3,1,2,4,40,3,1,1,2,1,1,1,True,28
877,0,1,12,4,0,3499,1,3,3,2,2,2,1,29,3,2,2,3,0,1,0,True,28
4105,1,4,9,2,3,2697,1,3,1,3,1,2,1,32,3,2,1,3,1,1,0,True,28
5077,1,4,9,4,6,936,3,5,4,3,1,2,3,52,3,2,2,3,0,1,0,True,28
6952,1,4,30,4,1,7596,5,5,1,3,1,4,3,63,3,2,2,3,0,1,0,True,28
3053,1,4,36,3,2,7678,3,4,2,2,1,4,3,40,3,2,2,3,0,1,0,True,28
9616,1,4,10,2,1,2901,5,2,1,2,1,4,1,31,3,1,1,3,0,1,0,True,28
6350,1,4,15,2,2,2186,5,4,1,2,1,4,1,33,1,1,1,2,0,1,0,True,28
5246,1,4,12,3,1,1503,1,3,4,4,1,4,1,41,3,1,1,3,0,1,0,True,28
9624,0,4,36,2,2,10974,1,1,4,2,1,2,3,26,3,2,2,4,0,1,0,True,28
7013,1,1,6,4,2,1872,1,1,4,3,1,4,4,36,3,3,3,4,0,1,0,True,28
2685,1,4,12,4,3,2331,5,5,1,3,2,4,1,49,3,2,1,3,0,1,0,True,28
7888,1,4,24,2,2,5511,2,3,4,3,1,1,3,25,2,2,1,3,0,1,0,True,28
5627,0,2,36,3,9,4455,1,3,2,1,1,2,1,30,2,2,2,4,0,1,0,True,28
5545,0,2,9,4,6,1501,1,5,2,2,1,3,3,34,3,2,2,4,0,1,0,True,28
5494,1,4,12,2,0,2390,5,5,4,3,1,3,3,50,3,2,1,3,0,1,0,True,28
6367,0,3,12,4,0,939,3,4,4,4,1,2,1,28,3,2,3,3,0,1,0,True,28
254,0,2,24,3,2,2064,1,1,3,2,1,2,2,34,3,2,1,4,0,1,0,True,28
9309,1,3,24,2,3,5152,1,4,4,3,1,2,3,25,1,2,1,3,0,1,0,True,28
4308,1,2,36,2,6,3711,5,3,2,4,1,2,3,27,3,2,1,3,0,1,0,True,28
7474,1,2,12,2,2,983,4,2,1,2,1,4,1,19,3,1,1,2,0,1,0,True,28
2904,0,1,36,3,9,2145,1,4,2,3,1,1,3,24,3,2,2,3,0,1,0,True,28
8574,1,2,10,2,2,1521,1,3,4,1,1,2,3,31,3,2,1,2,0,1,0,True,28
8681,1,4,18,4,3,6070,1,5,3,3,1,4,3,33,3,2,2,3,0,1,0,True,28
5715,1,2,24,4,1,7758,4,5,2,2,1,4,4,29,3,1,1,3,0,1,0,True,28
9618,1,4,6,2,1,1236,3,3,2,3,1,4,2,50,3,1,1,3,0,1,0,True,28
9907,1,1,30,0,2,4583,1,3,2,1,3,2,1,32,3,2,2,3,0,1,0,True,28
1543,0,1,12,2,6,684,1,3,4,3,1,4,3,40,3,1,1,2,1,1,0,True,28
2125,0,2,36,2,1,9398,1,2,1,4,1,4,3,28,3,1,1,4,0,1,0,True,28
9368,1,4,6,2,3,1595,1,4,3,3,1,2,2,51,3,2,1,3,1,1,0,True,28
5106,1,4,11,4,3,1154,2,1,4,2,1,4,1,57,3,2,3,2,0,1,0,True,28
6513,1,2,24,4,3,1743,1,5,4,3,1,2,2,48,3,2,2,2,0,1,0,True,28
1776,1,2,9,2,0,1549,5,2,4,3,1,2,1,35,3,2,1,1,0,1,0,True,28
428,0,4,18,2,3,433,1,1,3,2,2,4,1,22,3,1,1,3,0,1,0,True,28
6040,1,1,10,2,3,2315,1,5,3,3,1,4,1,52,3,2,1,2,0,1,0,True,28
6176,1,4,30,4,3,6742,5,4,2,3,1,3,2,36,3,2,2,3,0,1,0,True,28
8548,0,2,18,4,0,1056,1,5,3,3,3,3,1,30,3,2,2,3,0,1,0,True,28
1046,0,2,15,1,0,1264,2,3,2,4,1,2,2,25,3,1,1,3,0,1,0,True,28
9885,1,2,36,2,6,2273,1,4,3,3,1,1,3,32,3,2,2,3,1,1,0,True,28
4857,1,2,12,2,2,3017,1,2,3,2,1,1,1,34,3,1,1,4,0,1,0,True,28
6219,0,2,48,0,10,18424,1,3,1,2,1,2,2,32,1,2,1,4,0,1,1,True,28
4932,0,2,12,2,2,951,2,2,4,2,1,4,3,27,1,1,4,3,0,1,0,True,28
5662,1,3,30,4,3,3017,1,5,4,3,1,4,2,47,3,2,1,3,0,1,0,True,28
8740,0,2,12,0,2,2969,1,2,4,2,1,3,2,25,3,1,2,3,0,1,0,True,28
2754,1,4,24,4,9,4526,1,3,3,3,1,2,1,74,3,2,1,4,0,1,0,True,28
6478,1,4,18,4,1,3229,5,1,2,3,1,4,4,38,3,2,1,4,0,1,0,True,28
5635,1,1,8,4,0,713,1,5,4,3,1,4,1,47,3,2,2,2,0,1,0,True,28
4039,1,2,18,3,9,2427,5,5,4,3,1,2,2,42,3,2,2,3,0,1,0,True,28
4722,0,1,36,2,3,2302,1,3,4,1,1,4,3,31,3,1,1,3,0,1,0,True,28
6028,1,1,48,2,6,7476,1,4,4,3,1,1,4,50,3,3,1,4,0,1,0,True,28
9922,0,1,24,1,10,1358,5,5,4,3,1,3,3,40,2,2,1,4,0,1,0,True,28
398,1,2,18,2,9,4439,1,5,1,3,2,1,1,33,1,2,1,4,0,1,0,True,28
1998,1,2,36,4,1,5800,1,3,3,3,1,4,3,34,3,2,2,3,0,1,0,True,28
4509,0,2,9,2,3,1670,1,2,4,2,1,2,3,22,3,2,1,3,0,1,0,True,28
165,1,1,21,2,3,3357,4,2,4,2,1,2,3,29,1,2,1,3,0,1,0,True,28
9095,1,4,24,2,1,9277,5,3,2,1,1,4,4,48,3,3,1,3,0,1,0,True,28
4121,1,4,18,2,9,1950,1,4,4,3,1,1,3,34,2,2,2,3,0,1,0,True,28
5054,0,4,36,2,6,1819,1,3,4,3,1,4,4,37,2,3,1,3,0,1,0,True,28
4663,0,2,24,2,1,11560,1,3,1,2,1,4,3,23,3,1,2,4,0,1,0,True,28
8462,1,2,36,4,3,2337,1,5,4,3,1,4,1,36,3,2,1,3,0,1,0,True,28
2021,1,3,24,4,9,1275,4,3,2,1,1,4,1,36,3,2,2,3,0,1,0,True,28
54,0,1,18,2,3,1345,1,3,4,4,1,3,1,26,3,2,1,3,0,1,0,True,28
861,0,4,24,3,9,8648,1,2,2,3,1,2,3,27,1,2,2,3,0,1,0,True,28
7980,1,4,9,2,6,3832,5,5,1,3,1,4,1,64,3,2,1,2,0,1,0,True,28
5890,0,4,24,3,0,2538,1,5,4,3,1,4,3,47,3,2,2,2,1,1,0,True,28
9515,1,2,18,2,6,1239,5,3,4,3,1,4,4,61,3,3,1,3,0,1,0,True,28
1548,1,3,12,2,3,1881,1,3,2,2,1,2,3,44,3,1,1,2,0,1,0,True,28
9777,0,2,9,2,2,959,1,3,1,2,1,2,3,29,1,2,1,3,0,1,0,True,28
7720,1,3,10,2,4,1225,1,3,2,3,1,2,3,37,3,2,1,3,0,1,0,True,28
5891,1,4,24,2,9,1258,1,4,4,3,1,1,1,25,3,2,1,3,0,1,0,True,28
5549,1,1,24,2,1,2964,5,5,4,3,1,4,4,49,1,3,1,3,1,1,0,True,28
9532,0,2,12,2,2,951,2,2,4,2,1,4,3,27,1,1,4,3,0,1,0,True,28
9989,0,4,15,2,6,4623,2,3,3,3,1,2,2,40,3,2,1,4,0,1,0,True,28
8917,1,4,10,2,0,1546,1,3,3,3,1,2,1,31,3,2,1,2,1,1,1,True,28
999,1,1,36,4,2,5371,1,3,3,3,3,2,2,28,3,2,2,3,0,1,0,True,28
737,1,2,15,2,5,2631,2,3,3,2,1,2,1,25,3,2,1,2,0,1,0,True,28
8060,1,2,6,2,3,2063,1,2,4,4,1,3,3,30,3,1,1,4,0,1,0,True,28
2405,0,2,24,1,6,1837,1,4,4,2,1,4,4,34,1,3,1,2,0,1,0,True,28
2898,1,4,22,2,0,1283,5,4,4,2,1,4,2,25,3,1,1,3,0,1,0,True,28
6129,0,2,24,0,9,4241,1,3,1,3,1,4,1,36,3,2,3,2,0,1,0,True,28
6871,0,2,24,4,3,1216,2,2,4,3,1,4,4,38,1,2,2,3,1,1,0,True,28
9779,1,1,10,4,2,2132,5,2,2,2,2,3,1,27,3,1,2,3,0,1,1,True,28
7397,1,2,14,2,9,1410,3,5,1,4,1,2,1,35,3,2,1,3,0,1,0,True,28
4305,1,2,6,2,3,753,1,3,2,2,3,3,1,64,3,2,1,3,0,1,0,True,28
4892,0,1,36,4,1,9629,1,4,4,3,1,4,3,24,3,2,2,3,0,1,0,True,28
8513,1,3,30,4,3,3656,5,5,4,3,1,4,2,49,2,2,2,2,0,1,0,True,28
9955,0,2,12,2,0,1223,1,5,1,1,1,1,1,46,3,1,2,3,0,1,0,True,28
2379,1,1,6,4,0,4716,5,2,1,3,1,3,1,44,3,2,2,2,1,1,0,True,28
2203,1,3,12,2,3,1297,1,3,3,4,1,4,1,23,3,1,1,3,0,1,0,True,28
7210,0,1,30,2,2,3108,1,2,2,1,1,4,2,31,3,2,1,2,0,1,0,True,28
9642,0,2,6,1,6,433,4,2,4,2,1,2,2,24,1,1,1,3,1,1,0,True,28
3743,1,1,9,2,2,2136,1,3,3,3,1,2,1,25,3,2,1,3,0,1,0,True,28
6576,0,2,12,2,0,836,2,2,4,2,1,2,2,23,1,2,1,2,0,1,0,True,28
6250,0,1,12,2,6,684,1,3,4,3,1,4,3,40,3,1,1,2,1,1,0,True,28
2058,1,4,6,2,2,1543,4,3,4,1,1,2,1,33,3,2,1,3,0,1,0,True,28
5589,1,4,12,2,0,2133,5,5,4,2,1,4,4,52,3,3,1,4,0,1,0,True,28
180,1,4,24,4,10,6314,1,1,4,3,2,2,4,27,1,2,2,4,0,1,0,True,28
3827,1,4,12,4,2,1935,1,5,4,3,1,4,1,43,3,2,3,3,0,1,0,True,28
1085,1,4,12,2,2,1768,1,3,3,3,1,2,1,24,3,1,1,2,0,1,0,True,28
5159,0,2,24,2,10,11328,1,3,2,3,2,3,3,29,1,2,2,4,0,1,0,True,28
3915,0,1,9,2,3,1366,1,2,3,2,1,4,2,22,3,1,1,3,0,1,0,True,28
6837,1,4,10,2,0,1597,3,3,3,3,1,2,4,40,3,1,1,2,1,1,1,True,28
9932,1,4,21,2,1,5248,5,3,1,3,1,3,3,26,3,2,1,3,0,1,0,True,28
903,1,4,24,4,1,2197,5,4,4,3,1,4,3,43,3,2,2,3,1,1,0,True,28
6680,1,4,6,3,3,935,1,3,3,2,1,2,1,24,3,2,1,3,0,1,0,True,28
5948,1,4,18,4,1,3850,1,4,3,3,1,1,3,27,3,2,2,3,0,1,0,True,28
3362,0,1,18,2,1,7511,5,5,1,3,1,4,2,51,3,3,1,3,1,1,0,True,28
5670,0,2,24,2,2,4057,1,4,3,1,1,3,3,43,3,2,1,3,0,1,0,True,28
2227,1,4,9,2,2,2301,2,2,2,2,1,4,2,22,3,1,1,3,0,1,0,True,28
3861,0,2,72,2,3,5595,2,3,2,4,1,2,3,24,3,2,1,3,0,1,0,True,28
7243,1,2,24,2,2,4351,5,3,1,2,1,4,2,48,3,2,1,2,0,1,0,True,28
6891,0,2,6,1,6,433,4,2,4,2,1,2,2,24,1,1,1,3,1,1,0,True,28
670,0,2,24,4,3,1216,2,2,4,3,1,4,4,38,1,2,2,3,1,1,0,True,28
8399,0,1,60,2,9,7297,1,5,4,3,2,4,4,36,3,1,1,3,0,1,0,True,28
8039,1,1,24,2,1,2812,5,5,2,2,1,4,1,26,3,1,1,3,0,1,0,True,28
9099,0,2,30,2,2,3441,2,3,2,2,2,4,3,21,1,1,1,3,0,1,0,True,28
5074,1,3,6,2,0,709,4,2,2,4,1,2,1,27,3,2,1,1,0,1,1,True,28
5392,1,4,9,4,0,1224,1,3,3,3,1,1,1,30,3,2,2,3,0,1,0,True,28
4113,1,4,24,3,9,2375,3,3,4,3,1,2,3,44,3,2,2,3,1,1,0,True,28
5113,1,1,12,4,0,2122,1,3,3,3,1,2,1,39,3,1,2,2,1,1,1,True,28
